on_time_delivery,delivery_priority,delivery_type,warehouse_type,customer_calls,customer_review,product_cost,prior_purchases,gender,discount_offered,weight_lbs
1,medium,Ship,A,4,3,201,2,F,18,7.63
1,medium,Ship,B,4,4,226,5,F,12,5.97
1,low,Ship,C,6,3,176,5,F,7,3.9
1,medium,Ship,F,3,5,228,4,M,57,4.94
1,low,Ship,D,4,5,260,3,F,14,4.57
1,low,Ship,F,4,5,268,3,M,17,6.8
1,low,Ship,A,4,5,188,3,F,6,7.41
1,medium,Ship,B,4,4,213,3,M,11,4.49
1,medium,Ship,C,4,4,259,2,M,44,4.7
1,high,Ship,F,3,2,257,2,F,46,6.28
1,low,Ship,D,4,5,163,3,M,38,2.53
1,medium,Ship,F,2,3,211,3,F,12,7.27
1,medium,Ship,A,3,4,166,2,F,58,2.91
1,high,Ship,B,3,5,245,4,F,26,4.57
1,medium,Ship,C,5,5,234,2,M,44,5.62
1,high,Ship,F,4,2,234,2,M,27,7.48
1,low,Ship,D,3,1,180,3,M,52,4.05
1,medium,Ship,F,4,5,217,4,M,37,4.69
1,low,Ship,A,4,1,253,3,M,31,8.01
1,medium,Ship,B,3,2,188,3,M,3,8.46
1,high,Ship,C,2,3,274,3,F,24,8.44
1,medium,Ship,F,3,4,136,2,F,54,2.33
1,low,Ship,D,3,5,143,2,M,17,3.13
1,low,Ship,F,3,1,267,3,F,57,7.18
1,medium,Ship,A,3,4,198,2,F,20,5
1,medium,Ship,B,4,4,201,10,M,17,4.54
1,medium,Ship,C,3,5,241,10,F,31,6.01
1,medium,Ship,F,5,1,269,3,F,2,4.71
1,low,Ship,D,5,5,123,2,F,60,3.64
1,low,Ship,F,3,2,178,2,M,32,2.93
1,low,Ship,A,3,4,203,3,M,18,6.89
1,medium,Ship,B,3,1,169,10,F,15,2.44
1,medium,Ship,C,3,5,190,10,F,27,6.04
1,medium,Ship,F,3,3,190,7,F,7,5.29
1,medium,Ship,D,4,5,238,10,M,38,7.84
1,medium,Ship,F,5,5,247,10,F,61,4.86
1,low,Ship,A,4,1,190,10,F,35,8.42
1,low,Ship,B,3,5,168,3,F,5,2.52
1,low,Ship,C,2,2,190,3,M,51,5.25
1,low,Ship,F,2,5,170,8,M,14,3.08
1,low,Ship,D,4,4,226,7,M,9,4.81
1,low,Ship,F,5,1,256,7,F,50,8.46
1,low,Ship,A,2,1,104,7,M,30,4.12
1,medium,Ship,B,4,1,192,3,F,29,7.38
1,medium,Ship,C,4,3,213,3,M,57,7.93
1,medium,Ship,F,4,2,259,2,M,54,4.95
1,high,Ship,D,3,4,257,2,M,15,8.78
1,low,Ship,F,4,3,163,3,M,52,4.17
1,medium,Ship,A,2,3,211,3,F,55,8.47
1,medium,Ship,B,3,2,166,2,F,45,3.84
1,high,Ship,C,3,1,245,4,F,47,6.86
1,medium,Ship,F,5,5,234,2,F,43,8.43
1,high,Ship,D,4,4,234,2,M,2,4.43
1,low,Ship,F,3,4,180,3,F,52,3.81
1,medium,Ship,A,4,5,217,4,F,12,4.89
1,low,Ship,B,4,5,253,3,F,58,6.83
1,medium,Ship,C,3,4,188,3,F,49,7.1
1,high,Ship,F,2,2,274,3,F,60,4.53
1,medium,Ship,D,3,1,136,2,F,61,3.33
1,low,Ship,F,3,1,143,2,F,63,2.75
1,low,Ship,A,3,4,267,3,F,55,6.44
1,medium,Ship,B,3,1,198,2,F,49,7.88
1,medium,Ship,C,4,1,201,10,M,37,7.5
1,medium,Ship,F,3,5,241,10,M,41,6.65
1,medium,Ship,D,5,4,269,3,F,51,7.53
1,low,Ship,F,5,3,123,2,F,30,2.35
1,low,Ship,A,3,4,178,2,F,35,2.61
1,low,Ship,B,3,5,203,3,F,58,7.12
1,medium,Ship,C,3,2,169,10,F,4,3.67
1,medium,Ship,F,3,4,190,10,F,38,4.45
1,medium,Ship,D,3,4,190,7,F,51,5.27
1,medium,Road,F,4,5,238,10,F,44,8.51
1,medium,Road,A,5,1,247,10,F,57,5.24
1,low,Road,B,4,3,190,10,M,34,8.68
1,low,Road,C,3,2,168,3,M,15,4.11
1,low,Road,F,2,1,190,3,M,59,4.65
1,low,Road,D,2,3,170,8,M,61,2.73
1,low,Road,F,4,1,226,7,M,41,6.53
1,low,Road,A,5,2,256,7,F,41,6.08
1,low,Road,B,2,5,104,7,M,12,2.35
1,medium,Road,C,4,4,192,3,M,39,6.49
1,low,Road,F,5,2,195,6,M,38,2.95
1,low,Road,D,3,5,271,4,M,51,2.5
1,medium,Road,F,2,1,296,5,M,29,3.63
1,medium,Road,A,4,5,277,5,F,32,2.33
1,low,Road,B,2,4,140,3,M,32,4.01
1,high,Road,C,4,1,148,3,F,23,4
1,low,Road,F,4,5,238,2,F,1,5.83
1,low,Road,D,5,3,220,3,M,37,5.06
1,low,Road,F,4,4,224,3,M,29,7.99
1,low,Road,A,4,5,162,3,F,31,2.58
1,low,Road,B,4,2,202,4,F,1,7.94
1,medium,Road,C,3,5,226,3,M,5,8.63
1,low,Flight,F,4,3,246,2,M,60,4.6
1,low,Flight,D,5,2,223,3,F,51,8.13
1,medium,Flight,F,5,2,156,2,M,19,2.89
1,low,Flight,A,2,5,189,2,M,38,8.17
1,high,Flight,B,5,4,242,3,F,2,7.86
1,medium,Flight,C,4,5,207,2,F,49,8.24
1,low,Flight,F,3,3,161,3,F,24,4.23
1,low,Flight,D,4,5,232,2,F,21,6.9
1,low,Flight,F,6,4,194,3,M,10,5.63
1,medium,Flight,A,5,5,161,3,F,59,2.29
1,medium,Flight,B,4,1,269,3,F,23,8.05
1,low,Flight,C,3,3,219,2,F,41,8.67
1,medium,Flight,F,5,2,161,2,F,59,4.1
1,low,Flight,D,3,1,264,4,M,33,7.85
1,medium,Flight,F,5,2,151,3,M,20,3.08
1,high,Flight,A,5,5,177,2,F,31,4.41
1,medium,Flight,B,2,5,193,5,F,13,6.35
1,medium,Flight,C,4,4,212,4,M,16,5.5
1,medium,Flight,F,4,1,210,2,F,7,7.51
1,medium,Flight,D,4,2,164,2,F,43,4.36
1,low,Flight,F,4,2,219,3,M,2,7.5
1,medium,Flight,A,4,4,216,4,M,27,8.25
1,medium,Ship,B,5,2,174,2,M,54,2.41
1,low,Ship,C,3,5,199,2,M,46,6.01
1,low,Ship,F,3,4,181,3,M,45,5.48
1,low,Ship,D,3,2,220,3,M,22,6.21
1,low,Ship,F,3,1,215,2,F,47,8.11
1,high,Ship,A,4,5,248,4,F,56,6.26
1,low,Ship,B,3,2,183,4,M,49,5.32
1,medium,Ship,C,4,2,194,4,F,26,8.42
1,high,Ship,F,4,4,224,2,F,31,4.59
1,low,Ship,D,4,4,184,3,F,52,6.9
1,low,Ship,F,4,1,160,2,M,28,2.81
1,low,Ship,A,5,1,182,3,M,8,7.89
1,low,Ship,B,3,2,116,2,F,22,3.15
1,low,Ship,C,4,4,170,4,M,39,4.12
1,medium,Ship,F,5,1,201,2,F,54,4.76
1,low,Ship,D,4,3,148,2,M,29,3.99
1,low,Ship,F,5,1,165,3,F,27,4.2
1,low,Ship,A,3,5,135,3,M,20,3.91
1,medium,Ship,B,4,4,263,2,F,41,8.72
1,medium,Ship,C,5,4,228,3,M,20,7.46
1,medium,Ship,F,6,5,275,5,M,51,7.87
1,low,Ship,D,4,1,224,3,M,27,7.5
1,low,Ship,F,3,1,202,3,F,1,8.24
1,low,Ship,A,4,2,163,3,F,11,4.25
1,low,Ship,B,4,5,268,3,F,64,5.26
1,low,Ship,C,3,3,207,3,F,62,7.22
1,medium,Ship,F,2,3,117,2,M,36,2.67
1,low,Ship,D,2,1,165,4,F,57,4.15
1,high,Ship,F,3,3,181,2,M,65,7.13
1,medium,Ship,A,6,5,212,4,F,13,8.1
1,medium,Ship,B,3,4,226,3,F,26,5.07
1,low,Ship,C,4,1,195,3,M,43,6.28
1,medium,Ship,F,4,5,263,2,M,13,6.13
1,medium,Ship,D,4,4,136,2,F,16,2.49
1,low,Ship,F,3,5,163,2,F,49,2.28
1,low,Ship,A,5,2,144,3,M,49,2.65
1,low,Ship,B,4,4,240,3,F,62,7.67
1,low,Ship,C,4,5,243,2,M,19,6.24
1,medium,Ship,F,5,1,201,3,M,19,5.94
1,low,Ship,D,5,3,242,3,M,58,7.52
1,high,Ship,F,3,1,187,2,M,56,8.32
1,low,Ship,A,4,3,162,3,M,53,2.63
1,low,Ship,B,3,3,147,3,M,16,3.45
1,high,Ship,C,3,4,268,2,F,39,6.22
1,low,Ship,F,4,3,237,3,M,57,8.71
1,low,Ship,D,3,2,157,2,M,29,2.46
1,medium,Ship,F,4,2,176,3,F,12,3.86
1,low,Ship,A,4,5,134,4,M,36,2.63
1,medium,Ship,B,3,4,234,2,M,52,7.81
1,low,Ship,C,3,3,154,2,F,57,2.42
1,low,Ship,F,2,1,209,5,F,64,4.44
1,medium,Ship,D,5,4,138,2,M,38,3.97
1,medium,Ship,F,2,3,151,3,M,22,2.26
1,medium,Ship,A,4,4,252,6,M,44,5.9
1,medium,Ship,B,3,1,155,2,F,6,3.28
1,high,Ship,C,3,3,139,4,M,17,2.51
1,medium,Ship,F,4,5,258,3,F,37,5.05
1,low,Ship,D,4,2,172,3,M,1,2.61
1,low,Ship,F,4,3,239,3,F,28,6.04
1,low,Ship,A,3,1,165,3,F,1,3.12
1,low,Ship,B,4,5,177,2,M,47,3.39
1,low,Ship,C,5,1,187,2,F,17,7.74
1,low,Ship,F,6,2,172,2,M,41,2.22
1,low,Ship,D,4,4,168,3,F,35,3.16
1,low,Ship,F,3,4,249,3,M,31,7.69
1,medium,Ship,A,4,3,135,3,F,11,2.91
1,medium,Ship,B,4,3,134,3,M,13,4.38
1,low,Ship,C,3,1,269,2,F,35,7.77
1,high,Ship,F,6,5,210,5,M,37,7.13
1,high,Ship,D,5,4,285,6,M,63,6.95
1,medium,Ship,F,4,2,244,2,M,15,6.3
1,low,Ship,A,3,2,209,2,F,24,6.06
1,medium,Ship,B,4,3,154,3,M,52,3.16
1,medium,Ship,C,3,2,134,3,F,54,4.26
1,medium,Ship,F,3,5,168,4,M,23,2.97
1,medium,Ship,D,4,5,264,3,M,57,8.27
1,high,Ship,F,4,2,276,6,F,36,6.27
1,medium,Ship,A,3,4,195,3,M,23,7.71
1,medium,Ship,B,5,3,174,5,M,47,4.21
1,low,Ship,C,3,4,241,3,F,50,6.78
1,medium,Ship,F,5,5,166,3,F,20,2.79
1,low,Ship,D,3,2,190,3,M,37,7.31
1,low,Ship,F,3,1,231,2,F,12,4.68
1,low,Ship,A,5,4,206,4,F,3,8.28
1,medium,Ship,B,4,4,212,3,M,50,4.57
1,low,Ship,C,3,5,212,3,F,2,5.41
1,low,Ship,F,4,5,246,6,M,64,5.01
1,medium,Ship,D,4,4,264,2,F,12,4.86
1,low,Ship,F,3,4,208,2,F,37,5.59
1,low,Ship,A,3,4,210,3,F,7,6.34
1,low,Ship,B,3,2,183,3,F,44,6.38
1,low,Ship,C,4,2,265,3,F,41,7.71
1,low,Ship,F,3,5,187,3,M,20,5.23
1,low,Road,D,2,4,183,3,F,12,6.81
1,low,Road,F,3,3,176,2,F,58,3.81
1,medium,Road,A,4,5,266,3,M,5,8.2
1,medium,Road,B,3,2,143,4,F,22,2.75
1,medium,Road,C,3,4,195,2,F,32,8.2
1,high,Road,F,3,2,264,4,F,32,6.07
1,medium,Road,D,3,5,243,2,M,42,7.54
1,low,Road,F,5,2,142,2,F,55,3.88
1,low,Road,A,4,2,172,2,M,23,2.25
1,medium,Road,B,4,1,280,3,M,2,7.42
1,low,Road,C,3,2,254,2,M,37,5.44
1,medium,Road,F,5,2,202,3,M,34,8.56
1,low,Road,D,5,3,110,5,M,21,2.23
1,medium,Road,F,4,4,162,2,M,30,2.55
1,medium,Road,A,3,3,183,3,M,21,5.7
1,low,Road,B,4,2,260,2,F,31,6.18
1,low,Road,C,3,5,109,5,M,27,3.49
1,low,Road,F,3,3,273,4,M,12,4.74
1,medium,Road,D,5,2,262,6,M,10,6.98
1,low,Road,F,2,4,239,5,F,59,4.81
1,high,Road,A,3,2,185,2,F,49,8.52
1,medium,Road,B,4,4,248,3,M,59,6.32
1,low,Flight,C,5,4,180,2,M,52,2.47
1,low,Flight,F,4,5,221,3,F,43,7.85
1,low,Flight,D,3,5,162,2,M,28,4.29
1,medium,Flight,F,2,5,162,4,M,49,3.68
1,low,Flight,A,3,1,145,2,M,28,2.89
1,medium,Flight,B,5,3,228,3,F,38,8
1,low,Flight,C,3,4,196,3,M,47,5.39
1,high,Flight,F,3,4,254,2,M,56,7.2
1,medium,Flight,D,5,2,215,2,M,46,8.69
1,medium,Flight,F,5,2,265,3,F,33,6.03
1,high,Flight,A,3,2,173,3,M,60,3.49
1,medium,Flight,B,4,2,233,7,M,64,6.94
1,low,Flight,C,4,3,213,2,M,27,4.48
1,medium,Flight,F,4,1,124,2,M,22,3.78
1,medium,Flight,D,3,4,156,4,F,7,3.29
1,medium,Flight,F,3,1,265,3,M,11,4.84
1,high,Flight,A,3,1,139,3,F,6,2.8
1,high,Flight,B,2,4,225,10,M,46,5.93
1,medium,Flight,C,5,4,178,7,F,36,2.6
1,medium,Flight,F,3,4,190,10,F,32,4.55
1,medium,Flight,D,3,4,272,10,M,63,5.41
1,medium,Flight,F,3,1,153,2,F,51,4.06
1,low,Ship,A,3,1,235,10,M,7,6.59
1,low,Ship,B,5,1,214,3,M,33,5.65
1,low,Ship,C,3,4,175,2,F,2,2.36
1,low,Ship,F,3,1,176,3,F,63,3.13
1,high,Ship,D,3,4,172,10,F,23,4.13
1,low,Ship,F,5,2,195,6,M,35,4.08
1,low,Ship,A,3,5,271,4,F,10,3.7
1,medium,Ship,B,5,4,228,3,M,42,6.93
1,low,Ship,C,3,4,196,3,F,52,4.69
1,high,Ship,F,3,1,254,2,F,60,7.91
1,medium,Ship,D,5,4,215,2,M,34,5.98
1,medium,Ship,F,5,5,265,3,M,46,8.81
1,high,Ship,A,3,2,173,3,M,40,3.8
1,medium,Ship,B,4,2,233,7,M,56,8.65
1,low,Ship,C,4,4,213,2,F,27,6.48
1,medium,Ship,F,4,2,124,2,M,50,3.51
1,medium,Ship,D,3,5,156,4,F,26,3.9
1,medium,Ship,F,3,1,265,3,F,61,6.64
1,high,Ship,A,3,2,139,3,F,4,3.41
1,high,Ship,B,2,4,225,10,M,56,7.46
1,medium,Ship,C,5,4,178,7,M,52,4.02
1,medium,Ship,F,3,3,190,10,M,4,6.75
1,medium,Ship,D,3,5,272,10,M,59,4.81
1,medium,Ship,F,3,4,153,2,M,37,3.84
1,low,Ship,A,3,1,235,10,M,56,4.8
1,low,Ship,B,5,4,214,3,M,52,7.5
1,low,Ship,C,3,5,175,2,F,40,3.22
1,low,Ship,F,3,2,176,3,F,29,4.31
1,high,Ship,D,3,1,172,10,F,30,2.85
1,low,Ship,F,5,1,195,6,F,29,2.29
1,low,Ship,A,3,5,164,3,M,61,3.25
1,medium,Ship,B,3,1,231,3,F,33,6.07
1,medium,Ship,C,5,5,248,3,F,9,8.54
1,medium,Ship,F,4,5,237,2,F,60,7.56
1,low,Ship,D,3,1,111,4,F,8,3.57
1,low,Ship,F,5,5,106,5,F,46,2.81
1,low,Ship,A,4,2,139,3,M,29,3.01
1,low,Ship,B,4,3,149,2,F,58,3.65
1,low,Ship,C,4,5,180,3,F,24,3.34
1,medium,Ship,F,3,2,212,2,F,65,8.32
1,low,Ship,D,4,2,183,3,M,5,8.19
1,low,Ship,F,6,4,164,5,M,20,3.43
1,medium,Ship,A,4,1,143,3,F,28,2.64
1,medium,Ship,B,3,3,162,2,M,5,2.65
1,medium,Ship,C,4,2,202,4,M,56,6.83
1,medium,Ship,F,3,2,135,2,F,2,2.54
1,low,Ship,D,3,2,232,2,F,58,4.53
1,low,Ship,F,3,3,218,3,M,19,8.31
1,low,Ship,A,5,4,177,2,M,14,3.83
1,medium,Ship,B,4,4,168,2,M,63,3.25
1,medium,Ship,C,3,4,181,2,F,45,7.6
1,low,Ship,F,3,2,238,2,F,29,8.22
1,low,Ship,D,3,2,250,5,F,36,5.99
1,low,Ship,F,3,1,152,2,F,25,4.07
1,low,Ship,A,4,5,242,4,F,35,7.09
1,high,Ship,B,3,1,236,2,M,2,8.71
1,low,Ship,C,4,1,238,4,F,22,8.71
1,low,Ship,F,4,4,165,5,M,21,3.81
1,medium,Ship,D,4,2,271,3,M,50,7.6
1,medium,Ship,F,3,3,109,2,M,18,3.66
1,high,Ship,A,4,1,235,3,F,22,8.15
1,medium,Ship,B,3,3,186,3,M,49,5.19
1,low,Ship,C,4,1,202,2,M,40,5.13
1,medium,Ship,F,3,3,188,4,M,3,6.78
1,medium,Ship,D,5,3,224,2,M,52,8.43
1,low,Ship,F,5,3,239,4,M,3,8.23
1,medium,Ship,A,2,3,140,2,M,20,4.04
1,low,Ship,B,6,3,272,3,F,39,5.55
1,medium,Ship,C,3,3,160,3,F,65,2.71
1,medium,Ship,F,3,3,261,3,M,14,7.67
1,medium,Ship,D,3,5,199,3,F,62,7.18
1,medium,Ship,F,3,1,154,2,F,56,2.87
1,low,Ship,A,3,5,237,3,M,55,5.4
1,low,Ship,B,4,4,181,3,M,44,4.56
1,low,Ship,C,3,3,133,6,F,10,3.72
1,medium,Ship,F,3,4,150,3,M,47,3.33
1,medium,Ship,D,6,5,152,3,F,62,2.92
1,low,Ship,F,6,1,142,5,F,30,3.23
1,low,Ship,A,4,3,214,2,M,57,4.58
1,medium,Ship,B,5,1,155,2,F,40,2.26
1,low,Ship,C,4,2,191,2,M,11,8.79
1,medium,Ship,F,4,5,133,2,M,39,2.44
1,high,Ship,D,3,3,211,4,F,22,6.49
1,low,Ship,F,4,3,212,4,M,28,5.34
1,low,Ship,A,3,1,150,2,M,9,2.55
1,low,Ship,B,3,5,208,3,F,41,8.77
1,medium,Ship,C,4,2,157,2,M,15,3.8
1,low,Ship,F,4,4,228,3,M,60,5.99
1,medium,Ship,D,3,4,254,2,F,44,8.35
1,low,Ship,F,4,2,270,2,M,65,7.93
1,medium,Ship,A,6,2,195,3,M,30,7.63
1,low,Ship,B,4,5,193,4,M,33,4.79
1,medium,Ship,C,5,4,165,3,F,48,2.73
1,low,Road,F,3,1,177,2,M,38,2.42
1,low,Road,D,3,4,244,3,F,46,6.27
1,low,Road,F,3,2,151,2,M,26,3.95
1,low,Road,A,3,1,164,2,M,2,2.43
1,low,Road,B,5,1,165,3,F,37,2.71
1,medium,Road,C,3,4,256,2,M,55,4.95
1,low,Road,F,4,4,150,4,M,5,2.78
1,low,Road,D,2,3,255,3,M,27,7.68
1,medium,Road,F,4,3,268,3,F,23,6.61
1,low,Road,A,3,5,166,3,F,1,3.01
1,low,Road,B,3,5,230,3,F,49,7.67
1,low,Road,C,4,3,163,3,F,45,3.08
1,high,Road,F,4,4,139,3,F,64,3.12
1,medium,Road,D,3,5,161,3,F,10,4.36
1,high,Road,F,6,2,181,4,F,6,6.62
1,high,Road,A,4,1,242,3,M,47,7.69
1,low,Road,B,3,3,151,3,F,24,2.51
1,medium,Road,C,3,4,167,3,M,50,2.35
1,low,Road,F,3,2,257,3,F,25,5.15
1,medium,Road,D,3,2,204,2,F,35,4.61
1,low,Road,F,5,3,219,3,M,1,4.47
1,medium,Road,A,3,4,202,3,M,28,8.17
1,medium,Flight,B,4,5,155,2,M,41,3.01
1,high,Flight,C,3,3,183,3,F,6,7.42
1,low,Flight,F,5,1,184,3,F,19,5.79
1,low,Flight,D,4,5,230,2,F,38,6.37
1,low,Flight,F,4,2,139,4,F,41,3.33
1,medium,Flight,A,4,4,252,3,F,7,5.46
1,medium,Flight,B,3,2,272,3,F,40,8.3
1,low,Flight,C,3,2,134,3,F,20,3.07
1,medium,Flight,F,3,5,169,3,M,13,4.26
1,low,Flight,D,4,2,214,2,M,49,7.53
1,medium,Flight,F,3,3,163,3,F,65,3.56
1,low,Flight,A,4,2,150,3,F,48,2.63
1,high,Flight,B,5,5,216,2,M,33,7.06
1,high,Flight,C,5,2,116,5,F,56,2.49
1,low,Flight,F,3,4,144,2,F,33,3.99
1,low,Flight,D,5,3,266,3,F,19,5.53
1,medium,Flight,F,3,3,154,4,F,62,3.56
1,low,Flight,A,4,3,255,5,M,18,8.03
1,medium,Flight,B,6,2,229,3,M,13,5.12
1,medium,Flight,C,2,1,111,3,M,16,4.15
1,medium,Flight,F,3,3,160,2,F,32,3.79
1,low,Flight,D,3,1,184,2,F,31,7.03
1,low,Ship,F,4,4,218,4,M,45,7.13
1,low,Ship,A,5,1,137,2,M,52,2.23
1,medium,Ship,B,4,2,204,3,M,14,8.44
1,low,Ship,C,6,1,105,5,F,57,3.93
1,medium,Ship,F,3,1,256,2,F,63,6.72
1,medium,Ship,D,4,2,182,2,F,54,7.19
1,high,Ship,F,3,4,260,4,M,17,5.88
1,low,Ship,A,4,2,166,3,M,62,4.29
1,medium,Ship,B,5,2,160,4,M,43,3.26
1,medium,Ship,C,4,2,243,3,F,13,6.28
1,medium,Ship,F,6,5,240,4,M,62,5.29
1,low,Ship,D,6,1,229,6,M,35,7.14
1,low,Ship,F,3,1,164,2,M,2,2.87
1,medium,Ship,A,3,4,234,3,F,37,4.65
1,high,Ship,B,4,1,97,2,M,15,4.05
1,low,Ship,C,4,3,258,3,F,12,4.45
1,medium,Ship,F,3,1,147,2,M,52,4.26
1,low,Ship,D,4,3,180,4,M,14,3.72
1,low,Ship,F,5,1,212,3,F,11,4.57
1,medium,Ship,A,3,4,198,2,M,19,5.23
1,low,Ship,B,3,1,239,3,F,63,4.75
1,low,Ship,C,4,3,158,2,M,46,3.03
1,high,Ship,F,4,3,218,3,F,57,7.3
1,low,Ship,D,4,4,156,3,M,20,3.36
1,low,Ship,F,3,4,235,3,M,52,7.6
1,low,Ship,A,4,5,168,3,F,4,3
1,high,Ship,B,3,1,178,3,F,36,2.86
1,medium,Ship,C,4,2,275,3,M,26,5.4
1,low,Ship,F,3,4,139,2,M,45,2.63
1,medium,Ship,D,2,5,236,3,F,13,4.79
1,low,Ship,F,3,4,155,2,F,37,3.92
1,medium,Ship,A,3,3,168,3,M,11,2.22
1,low,Ship,B,4,1,151,2,M,42,3.01
1,low,Ship,C,3,4,113,4,F,56,2.54
1,medium,Ship,F,4,3,133,3,F,50,4.1
1,medium,Ship,D,5,4,163,4,M,57,3.56
1,medium,Ship,F,5,3,206,2,F,59,7.23
1,medium,Ship,A,3,2,177,2,F,23,4.25
1,low,Ship,B,3,2,206,2,M,3,4.98
1,medium,Ship,C,5,1,189,3,M,13,7.7
1,low,Ship,F,3,4,270,2,M,39,8.14
1,low,Ship,D,4,1,238,3,F,33,4.44
1,low,Ship,F,5,1,143,2,M,46,3.06
1,medium,Ship,A,4,1,173,2,M,53,2.76
1,medium,Ship,B,3,5,134,3,M,38,2.58
1,high,Ship,C,4,4,176,3,M,34,2.83
1,medium,Ship,F,4,3,160,2,F,38,4.32
1,high,Ship,D,3,4,230,3,F,22,7.82
1,low,Ship,F,4,5,178,3,F,5,2.23
1,low,Ship,A,3,2,256,4,F,18,5.95
1,low,Ship,B,3,4,256,4,M,11,6.68
1,medium,Ship,C,3,2,208,4,M,52,6.39
1,low,Ship,F,4,3,119,3,F,40,2.72
1,low,Ship,D,3,3,114,6,F,26,4.02
1,low,Ship,F,3,5,225,3,F,1,6.31
1,high,Ship,A,4,5,155,4,F,48,4.35
1,medium,Ship,B,4,4,223,3,F,51,8.59
1,medium,Ship,C,5,3,194,3,F,6,6.03
1,medium,Ship,F,5,4,281,4,F,40,7.45
1,medium,Ship,D,4,1,132,4,F,10,2.96
1,medium,Ship,F,4,1,229,3,F,53,7.55
1,low,Ship,A,4,2,251,3,F,10,7.75
1,low,Ship,B,4,1,113,3,F,60,2.65
1,low,Ship,C,5,5,234,6,F,52,5.77
1,medium,Ship,F,3,3,181,2,M,58,8.2
1,low,Ship,D,5,2,157,2,M,32,3.3
1,low,Ship,F,3,1,155,3,M,49,2.65
1,low,Ship,A,3,4,209,2,M,62,6.47
1,low,Ship,B,4,3,264,3,F,39,4.88
1,low,Ship,C,3,1,268,3,F,47,5.47
1,medium,Ship,F,6,1,224,3,M,64,5.96
1,low,Ship,D,4,4,223,10,M,24,7.21
1,high,Ship,F,3,2,191,3,F,42,5.23
1,high,Ship,A,4,1,184,3,F,47,6.79
1,medium,Ship,B,6,5,174,3,F,32,4.24
1,high,Ship,C,6,3,134,8,F,12,3.02
1,high,Ship,F,4,1,135,2,F,25,2.22
1,high,Ship,D,5,4,234,2,F,61,6.8
1,high,Ship,F,3,1,215,6,M,5,7.57
1,medium,Ship,A,5,4,187,2,F,10,7.82
1,medium,Ship,B,3,1,238,2,F,50,7.58
1,low,Ship,C,4,2,273,4,F,26,7.11
1,medium,Ship,F,5,4,192,3,M,46,8.18
1,high,Ship,D,3,5,268,4,M,5,7.6
1,low,Ship,F,3,5,225,3,F,12,6
1,high,Ship,A,4,5,155,4,F,54,3.1
1,medium,Ship,B,4,2,223,3,F,56,6.96
1,medium,Ship,C,5,1,194,3,F,32,6.62
1,medium,Ship,F,5,4,281,4,M,56,8.18
1,medium,Ship,D,4,5,132,4,F,28,3.78
1,medium,Ship,F,4,1,229,3,F,20,6.37
1,low,Ship,A,4,1,251,3,F,33,5.52
1,low,Ship,B,4,5,113,3,F,52,3.84
1,low,Road,C,5,2,234,6,F,58,5.4
1,medium,Road,F,3,3,181,2,F,52,7.13
1,low,Road,D,5,2,157,2,M,58,3.65
1,low,Road,F,3,3,155,3,M,20,4.03
1,low,Road,A,3,5,209,2,M,33,5.74
1,low,Road,B,4,1,264,3,M,13,6.65
1,low,Road,C,3,2,268,3,M,30,6.32
1,medium,Road,F,6,2,224,3,F,26,7.16
1,low,Road,D,4,3,223,10,F,21,6.49
1,high,Road,F,3,5,191,3,F,17,4.93
1,high,Road,A,4,4,184,3,F,27,8.75
1,medium,Road,B,6,4,174,3,F,14,3.64
1,high,Road,C,6,2,134,8,M,42,2.32
1,high,Road,F,4,5,135,2,F,22,2.63
1,high,Road,D,5,5,234,2,M,50,8.63
1,high,Road,F,3,1,215,6,M,42,8.19
1,medium,Road,A,5,2,187,2,F,29,6.31
1,medium,Road,B,3,2,238,2,F,32,7.22
1,low,Road,C,4,1,273,4,F,54,5.76
1,medium,Road,F,5,5,192,3,F,37,4.84
1,high,Road,D,3,5,268,4,M,19,6.38
1,low,Road,F,3,4,164,3,M,5,3.1
1,low,Flight,A,2,2,255,3,M,59,3.34
1,low,Flight,B,4,4,141,2,F,30,2.49
1,low,Flight,C,2,5,202,3,M,50,5.7
1,medium,Flight,F,4,4,282,6,F,52,6.63
1,low,Flight,D,6,4,190,3,M,7,7
1,low,Flight,F,4,2,192,4,F,61,4.97
1,low,Flight,A,3,4,179,2,M,51,2.3
1,medium,Flight,B,4,3,238,2,M,43,4.85
1,low,Flight,C,3,2,181,4,F,18,8.15
1,medium,Flight,F,5,2,128,5,F,45,3.76
1,low,Flight,D,5,1,285,5,M,51,4.55
1,medium,Flight,F,5,5,273,3,F,18,5.32
1,low,Flight,A,2,2,242,6,F,63,6.93
1,medium,Flight,B,3,4,226,3,F,22,7.92
1,low,Flight,C,2,5,255,4,F,36,4.61
1,medium,Flight,F,5,1,198,2,F,37,6.67
1,medium,Flight,D,5,4,263,3,M,59,8.77
1,low,Flight,F,3,5,186,2,F,39,4.84
1,low,Flight,A,5,2,260,3,F,22,6.47
1,low,Flight,B,4,2,167,2,F,5,2.58
1,low,Flight,C,4,3,210,3,F,46,5.17
1,low,Flight,F,4,5,216,3,F,20,7.82
1,low,Ship,D,3,2,273,3,F,12,4.75
1,low,Ship,F,5,1,153,2,F,55,3.12
1,medium,Ship,A,3,2,183,3,F,44,8.4
1,medium,Ship,B,4,1,224,3,F,36,7.71
1,high,Ship,C,5,1,170,3,M,58,3.64
